Time,Value
2023-05-01 00:00:00,0.0556600103731766
2023-05-01 01:00:00,0.013971953050381581
2023-05-01 02:00:00,0.073137855332761
2023-05-01 03:00:00,0.053642273953172774
2023-05-01 04:00:00,0.08183565493118923
2023-05-01 05:00:00,0.02411076969060222
2023-05-01 06:00:00,0.019627393178529608
2023-05-01 07:00:00,0.04846701421877919
2023-05-01 08:00:00,0.020262271548714864
2023-05-01 09:00:00,0.09110322247332737
2023-05-01 10:00:00,0.06377138479865095
2023-05-01 11:00:00,0.006301167742359071
2023-05-01 12:00:00,0.028721488562165845
2023-05-01 13:00:00,0.08416027445794347
2023-05-01 14:00:00,0.09324551370277484
2023-05-01 15:00:00,0.07412285058533674
2023-05-01 16:00:00,0.07729217999831417
2023-05-01 17:00:00,0.025283812316718127
2023-05-01 18:00:00,0.06714503039717437
2023-05-01 19:00:00,0.06743577539844046
2023-05-01 20:00:00,0.02849972863365201
2023-05-01 21:00:00,0.002041231905399932
2023-05-01 22:00:00,0.07666515163327879
2023-05-01 23:00:00,0.13041119662285308
2023-05-02 00:00:00,0.12339592074473713
2023-05-02 01:00:00,0.12085790622723658
2023-05-02 02:00:00,0.11703420346600017
2023-05-02 03:00:00,0.08728303674222852
2023-05-02 04:00:00,0.04983569497269862
2023-05-02 05:00:00,0.03393792879180096
2023-05-02 06:00:00,0.07209728313631346
2023-05-02 07:00:00,0.02593556579514189
2023-05-02 08:00:00,0.12140022636272574
2023-05-02 09:00:00,0.058320333174487676
2023-05-02 10:00:00,0.10524919203209968
2023-05-02 11:00:00,0.06680953649282852
2023-05-02 12:00:00,0.11003678802479253
2023-05-02 13:00:00,0.11633046384453659
2023-05-02 14:00:00,0.06819732012973415
2023-05-02 15:00:00,0.04999126671164029
2023-05-02 16:00:00,0.09419933368078169
2023-05-02 17:00:00,0.052458029256101754
2023-05-02 18:00:00,0.09165639766724601
2023-05-02 19:00:00,0.11313792327272293
2023-05-02 20:00:00,0.09898351678453021
2023-05-02 21:00:00,0.08534323553780665
2023-05-02 22:00:00,0.0210233634578262
2023-05-02 23:00:00,0.03166801362436566
2023-05-03 00:00:00,0.06808012882550883
2023-05-03 01:00:00,0.09349884064710494
2023-05-03 02:00:00,0.05103527000671512
2023-05-03 03:00:00,0.07199243467603736
2023-05-03 04:00:00,0.01730517724116547
2023-05-03 05:00:00,0.06737967544196016
2023-05-03 06:00:00,0.03814411957879994
2023-05-03 07:00:00,0.0997589464159818
2023-05-03 08:00:00,0.12424432722381401
2023-05-03 09:00:00,0.02673896441126397
2023-05-03 10:00:00,0.10620471892417226
2023-05-03 11:00:00,0.09764288330190403
2023-05-03 12:00:00,0.042076694072086404
2023-05-03 13:00:00,0.04779833282303609
2023-05-03 14:00:00,0.06685477283927065
2023-05-03 15:00:00,0.09439195876082411
2023-05-03 16:00:00,0.0902744256472677
2023-05-03 17:00:00,0.08610522342745523
2023-05-03 18:00:00,0.0399909992775248
2023-05-03 19:00:00,0.09252884732486512
2023-05-03 20:00:00,0.05036944670204335
2023-05-03 21:00:00,0.08662963017006337
2023-05-03 22:00:00,0.09915061355967902
2023-05-03 23:00:00,0.06923345039064131
2023-05-04 00:00:00,0.02462783246754741
2023-05-04 01:00:00,0.03666138792073131
2023-05-04 02:00:00,0.02695666472033084
2023-05-04 03:00:00,0.04923080540180237
2023-05-04 04:00:00,0.03099296135607035
2023-05-04 05:00:00,0.002412566237295033
2023-05-04 06:00:00,0.05993885405361591
2023-05-04 07:00:00,0.11957746977025319
2023-05-04 08:00:00,0.0751402615618155
2023-05-04 09:00:00,0.15108566147634356
2023-05-04 10:00:00,0.13430740176855413
2023-05-04 11:00:00,0.06448456128424969
2023-05-04 12:00:00,0.05234805606817439
2023-05-04 13:00:00,0.09379199204054664
2023-05-04 14:00:00,0.05295601540625889
2023-05-04 15:00:00,0.04136477767055646
2023-05-04 16:00:00,0.041877547857873336
2023-05-04 17:00:00,0.11770111644328249
2023-05-04 18:00:00,0.022854973913640293
2023-05-04 19:00:00,0.13357729682215488
2023-05-04 20:00:00,0.0820439264246606
2023-05-04 21:00:00,0.018985708581779084
2023-05-04 22:00:00,0.04829268331384647
2023-05-04 23:00:00,0.09650832909388961
2023-05-05 00:00:00,0.06505415156949698
2023-05-05 01:00:00,0.1294794733850264
2023-05-05 02:00:00,0.052707779954113514
2023-05-05 03:00:00,0.0745388066203065
2023-05-05 04:00:00,0.022560789146300667
2023-05-05 05:00:00,0.017929851125637553
2023-05-05 06:00:00,0.08311333424796526
2023-05-05 07:00:00,0.09630634478568811
2023-05-05 08:00:00,0.20061497061027472
2023-05-05 09:00:00,0.08482427674121498
2023-05-05 10:00:00,0.04130347108966827
2023-05-05 11:00:00,0.09851160665634646
2023-05-05 12:00:00,0.07667658601128874
2023-05-05 13:00:00,0.05170090114978905
2023-05-05 14:00:00,0.09227814391995082
2023-05-05 15:00:00,0.053864693959907034
2023-05-05 16:00:00,0.02190217637915808
2023-05-05 17:00:00,0.09818353447082848
2023-05-05 18:00:00,0.08998820302298349
2023-05-05 19:00:00,0.030247445306417032
2023-05-05 20:00:00,0.03794534748567139
2023-05-05 21:00:00,0.09330398210641588
2023-05-05 22:00:00,0.025336197290532637
2023-05-05 23:00:00,0.09982238393631097
2023-05-06 00:00:00,0.04044129766299603
2023-05-06 01:00:00,0.07651890286991896
2023-05-06 02:00:00,0.049976945143072174
2023-05-06 03:00:00,0.051751805428349555
2023-05-06 04:00:00,0.09143497198317009
2023-05-06 05:00:00,0.010746405081328216
2023-05-06 06:00:00,0.05375490561406302
2023-05-06 07:00:00,0.036622739458686736
2023-05-06 08:00:00,0.019272243905752485
2023-05-06 09:00:00,0.0957743683532401
2023-05-06 10:00:00,0.05960639778382024
2023-05-06 11:00:00,0.06040711305943458
2023-05-06 12:00:00,0.06596226505497577
2023-05-06 13:00:00,0.041125110883174415
2023-05-06 14:00:00,0.033160964805844996
2023-05-06 15:00:00,0.05008377348953398
2023-05-06 16:00:00,0.0059923164151126865
2023-05-06 17:00:00,0.0737682328321229
